event_id,사건명,사건유형,시기,시기근거,관련조직,상위사건,근거절,보조출전,근거수준,비고,참여자메모,지역구분,시기구분,관련조직_미매핑,시기구획
E149,이노우에 서기장 부정 사건·기성회 해산 명령,조직개편,1907,본문서술,O062;O009;O073,,70-1,,회고록단독,"농공은행 처분 담보물 중 썩은 매약 전매, 개인 대차의 기성회 명의 차주 등 부정 발각. 변상 후에도 풍문이 시끄러워 우지노 이사관(1907-07 부임)이 부임 직후 해산 명령. 복권 발행은 5회로 종료. | 상위사건 후보(미확정): 달성공원 조성(기성회)",이노우에 소노스케(부정 당사자);우지노 도쿠타로(이사관·해산 명령),대구,시기내,,민단 제도화기(1906~07)
E150,"'이와세 민장, 가게야마 조역' 사설 연재 공격",집단운동·대회,1907,추정,O030;O003,,70-3,,회고록단독,언론 공격 캠페인(유형 근사 분류). 3회 연재 사설로 이와세 중심의 민단 정사 맹공. 경영 위임(1907-08-21) 이후 문맥. 탁지부 묘포 2만여 평 매수(이와세·서상돈)의 공익-사익 논란이 소재.,오키타 스테지로(집필);이와세 시즈카(대상);가게야마 히데키(대상),대구,시기내,,민단 제도화기(1906~07)
E151,박중양 평남 관찰사 전출·경북 관찰사 귀임,선거·임명,1907-06~1908-06,본문서술,O074;O075,,71-3,,회고록단독,1907-06 평안남도 관찰사 임명·1908-06 경북 관찰사 전임(금의환향),박중양,대구,시기내,,민단 제도화기(1906~07)
E152,국기모독사건 규탄 연설회(대구),집단운동·대회,1907,본문서술,O110,,72-2,,회고록단독,경성 국기모독사건에 경성·평양·대구 3곳 연설회('그해 말' 서술)·대구는 권상장 요세에서 개최,야마지 조이치;이마이 다다오,전국-대구반응,시기내,『대한일보』;『조선신보』,민단 제도화기(1906~07)
E153,대구임업묘포 사업 착수,설립,1907,추정,O088,,73-2,,회고록단독,용지 매수 완료 후 사업 착수·연도 명시 없음(장 문맥상 1907),모리타 로쿠오;이토 구마사부로,대구,시기내,,민단 제도화기(1906~07)
E154,민단의 역전 철도용지 차용·전대 사업,중재·교섭,1907,추정,O003,,73-3,,회고록단독,6800평 차용·전대로 재원 약 2000원 확보·역전에 20여 호 형성·연도 명시 없음(장 문맥상 1907),,대구,시기내,,민단 제도화기(1906~07)
E155,경무고문부 경관대 조직·폭도 토벌,설립,1907,본문서술,O078,,73-5,,회고록단독,1907년 3·4월 무렵부터 각지 폭도 봉기에 대응해 경관대 조직·이다 경시 직접 토벌(활동은 경북 관내),이다 아키라,대구,시기내,,민단 제도화기(1906~07)
E156,대구-경주 도로용지 기부 강요 반대 물의,집단운동·대회,1907,본문서술,,,73-7,,회고록단독,1907년 4·5월 무렵 부지 매수 개시·일본인 소유지 기부 권유에 반대 물의·니시모토 토지 약 7단보 수용(도로는 경북 관내 구간),니시모토 민조;일본인 지주들,대구,시기내,치도국(탁지부),민단 제도화기(1906~07)
E158,민단 구제(區制) 실시,조직개편,1907,본문서술,O003,,79-1,,회고록단독,'1907년 무렵' 13구 설치·구장은 공중위생 실시 기관 역할,기무라 다케타로 외 13구 대표,대구,시기내,,민단 제도화기(1906~07)
E159,민단 오물수거 청부 위탁,중재·교섭,1907,추정,O003,,79-2,,회고록단독,개시 연도 명시 없음(문맥상 1907년경)·1911년까지 마쓰다 단독 경영·가구당 월 20전~1원 수납,마쓰다 만로쿠,대구,시기내,,민단 제도화기(1906~07)
E160,재무감독국 설치·가와카미 국장 취임,설립,1907,본문서술,O079,,79-4,,회고록단독,1907-01 재무보좌관 대리(재무감찰관) 부임 후 '얼마 지나지 않아' 감독국 설치(설치 시점 명시 없음)·경남북 재무 지휘감독·화폐정리 관장,가와카미 쓰네오,대구,시기내,,민단 제도화기(1906~07)
E161,신화폐 보급 무이자 대부,중재·교섭,1907,추정,O079;O027,,79-5,,회고록단독,5전 백동화 30만원 무이자 대하·익명조합(자본금 10만원)에 20만원 대부·만 2년 후 회수(개시 연도 명시 없음),가와카미 쓰네오;이와세 시즈카;서상돈;정재학;정해붕,대구,시기내,,민단 제도화기(1906~07)
E162,제12여단장 교체,선거·임명,1907,본문서술,O095,,82-3,,회고록단독,요다 소장 제1사단 제1여단장 전임·'그달 24일' 출발로 월 불명(1907년 11~12월경)·쓰네요시 대좌 소장 승진 취임 | [J-16 연동] 근거절 재부여(82-3→82-2) | [J-25] 목차 엑셀 정본에 따른 82장 4절 복원에 따른 근거절 재부여,요다 히로타로;쓰네요시 다다미치,대구,시기내,,민단 제도화기(1906~07)
E163,청송 폭도와 제14연대 교전,재난·사고,1907,추정,O096,,82-3,,회고록단독,청송군 폭도 130여 명 교전 패퇴·연월 명시 없음(1907년 말 문맥) | [J-16 연동] 근거절 재부여(82-3→82-2) | [J-25] 목차 엑셀 정본에 따른 82장 4절 복원에 따른 근거절 재부여,폭도 130여 명,경북관내,시기내,,민단 제도화기(1906~07)
E165,공민회 결성·발회식,설립,1907~1908,추정,O058,E196,86-2,,회고록단독,"'가게야마 민장 배척 전후' 서술로 1907말~1908초 추정; 니시키좌 발회식·연설회, 이와세 일파에 합류",가토 이치로;아오키 시게노부;미와 조테쓰;이노우에 소노스케(발기),대구,시기내,,민단 제도화기(1906~07)
E166,미카지리 니시키좌 단독 연설회(2회),집단운동·대회,1907~1908,추정,O003;O014,,90-2,,회고록단독,우지노 이사관 재임기; 청탁 청령(석유조합)·우측통행 문제로 통감정치·민단 공격. 단독 연사이나 공개 연설회로 등재(경계 사례),미카지리 주고,대구,시기내,,민단 제도화기(1906~07)
E167,오키타 퇴한 처분(민장 불인가 사건),집단운동·대회,1907~1908,추정,O030,E196,99-3,,회고록단독,"민장 불인가 사건 여파로 신문 주재자 오키타 퇴한 처분·신문 경영 위기. 본문에 연도 명시 없음(1908.10 합병 이전), 민장 분쟁은 전 구간 서술 참조. 유형은 분쟁 국면의 처분",오키타 스테지로,대구,시기내,,민단 제도화기(1906~07)
E175,대구진위대 해산과 거류민 피난 준비,조직개편,1907-08-04,본문서술,O091;O003;O067;O093,E174,77-1~77-2;18-3;61-2,,회고록단독,"해산식 후 함성 소동(수비대·경찰헌병대 진압)·일본인 자경단 조직·민단이 피난열차 10량 배치 고시(대구 측 집합 행동으로 별도 사건 유지) | [1-045 병합] 군대해산(전국 조치)의 대구 국면; 경정 주둔 제3대대; 상세는 77장(2구간) 서술 예정 | [3-049 병합] 한국 군대 해산과 동시에 제3대대 해산, 불온한 공기에 거류민 보호 피난열차 준비(집합적 대응 서술로 등재). 상세 서술은 77장(4구간).",대구진위대 장졸 약 500명;일본인 거류민;(개인 미상),전국-대구반응,시기내,경찰헌병대;대구진위대 제3대대,민단 제도화기(1906~07)
E176,고쿠라 제12여단 사령부 대구 설치,설립,1907-08,본문서술,O096;O095,,73-6,,회고록단독,51연대만으로 폭도 소탕이 어려워 설치·요다 소장 사령관·기쿠치 대좌 14연대장 취임,요다 히로타로;기쿠치 슈덴,대구,시기내,,민단 제도화기(1906~07)
E178,대구일일신문 경영 위임(마키노→오키타),창간·경영이전,1907-08-21,본문서술,O030,,70-2,,회고록단독,신문 사업 일체를 오키타에게 위임.,마키노 슈(위임);오키타 스테지로(수임),대구,시기내,,민단 제도화기(1906~07)
E179,폭도 대구 습격 풍설과 피난열차 재준비,재난·사고,1907-09,본문서술,,,78-2,,회고록단독,습격 풍설(낭설)에 거류민 협의로 피난열차 재차 준비·실제 습격 없이 종결(대구 측 집합 행동으로 별도 사건 유지),대구 거류민들,대구,시기내,,민단 제도화기(1906~07)
E180,청소규칙 발포,조직개편,1907-10-09,본문서술,O073,,79-2,,회고록단독,이사청령 제6호·대구 최초의 위생시설 제도(규칙 제정을 조직개편으로 근사 분류),,대구,시기내,,민단 제도화기(1906~07)
E181,흥해 참극,재난·사고,1907-10,본문서술,,,78-1;78-3,,회고록단독,우편소 방화·소장 부부와 여아 참살·수비대 잔류원과 재류민 15명 급행 토벌(집합적 대응)·가옥 8채 소실,폭도 무리;흥해우편소장 일가(피살);곤지 보조원;시바타 보조원;후지노 중위;포항 재류민 15명;쓰치다 준사쿠,경북관내,시기내,흥해우편소(우편취급소);포항수비대;헌병분파소(연일),민단 제도화기(1906~07)
E183,대구 각처 하사금 하사,의례,1907-10,본문서술,O003;O038;O073,E182,82-1,,회고록단독,민단 위생비 700원·소학교 교육장려비 200원·아리스가와노미야 위생비 300원·이사청 직원 주찬금 분배(황태자 체류 중),아리스가와노미야 다케히토;우지노 이사관,전국-대구반응,시기내,,민단 제도화기(1906~07)
E184,경찰사무 통일 취극서·이사청경찰서 폐지,중재·교섭,1907-10-29~1907-11-11,본문서술,O072;O077,E173,83-3,,회고록단독,"[J-14c 판정 2026-07-23 ①문면 우선] 취극서 교환일 1907-10-29 확정(취극서 문면 일자. 서술문 '11.29 교환'은 오기 — 전국 단위 사건에 대한 가와이 아사오 서술의 착오, 사용자 판정에 따라 비고 표기)·11.11 이사청경찰서 전면 폐지(대구이사청경찰서 포함)·마루야마 전 경무고문 돗토리현 지사 전임 | [J-12 잔류] 대구이사청경찰서 폐지를 포함하는 대구 기관 변동으로 레지스트리 잔류, 지역구분 전국배경→전국-대구반응",마루야마 시게토시,전국-대구반응,시기내,,민단 제도화기(1906~07)
E185,천장절 봉축회(이사청),의례,1907-11-03,본문서술,O073;O095,,84-2,,회고록단독,성영배하식·요리점 노점·가타오카 일좌 가장행렬·격검·마술·여흥 연극·연회(우지노 사회·기쿠치 축사)·근거절은 84-2로 정정(후보 표기 84-1),우지노 이사관;기쿠치 슈덴,대구,시기내,,민단 제도화기(1906~07)
E186,제12여단 천장절 봉축 야회,의례,1907-11-03,본문서술,O074;O003;O095,,84-3,,회고록단독,오후 7시 북문 밖 '야마토' 개최·이충구 내빈 대표 답사·한일 관민 합동,기쿠치 슈덴;이충구;가와카미 서기관;마쓰시타 나오미;우지노 이사관;시오카와 사무관;가게야마 히데키;나가타니 다카시 외 관민 60여 명,대구,시기내,,민단 제도화기(1906~07)
E187,'대구의 날'(민단의 날) 제정,의례,1907-11-03,본문서술,O003,,84-4,,회고록단독,민단 성립 만 1년 기념으로 제1회 행사 개최·이후 매년 개최키로(존속 중 행사는 크게 열리지 않음),,대구,시기내,,민단 제도화기(1906~07)
E190,지정학교 재심의 요구 학부형 서명운동,청원,1907-11~1907-12,본문서술,O038;O003,,85-1,,회고록단독,"11월 28일 '다음 날부터' 3일간 약 90여 명 조인, 마스다 의원 경유 재심의 요구",가와이 아사오;마스다 도라타;와타나베 히스루;야스마쓰 구마키치;학부형 약 90여 명,대구,시기내,,민단 제도화기(1906~07)
E191,민회 의장선거·지정학교 신청안 반부결,선거·임명,1907-11-28,본문서술,O003;O038,,85-1;82-4,,회고록단독,"문부성 해외지정학교 신청 건 '숙제' 처리로 반 부결, 이후 분쟁의 발단 | [4-047 병합] 나카에 의장 사임(10.28)에 따른 의장선거에서 오구라 당선·재외지정학교 신청·청소규칙 등 6개 안건 논의 | [J-16 연동] 근거절 재부여(85-1;82-4→85-1;82-3) | [J-14a 판정 2026-07-23] 1907-11-28 확정(병기 불요) | [J-25] 목차 엑셀 정본에 따른 82장 4절 복원에 따른 근거절 재부여",오구라 다케노스케(의장 당선);가게야마(민장);오구라 다케노스케,대구,시기내,,민단 제도화기(1906~07)
E192,연초경작조합 결성·탁지부 자금 차입,설립,1907-12,본문서술,O018;O079,,66-1,,회고록단독,"잎담배 생산 과잉·판매 부진에 대응해 경작자들이 결성. 재무감독국장 중개로 탁지부에서 2만 원 차입, 연말결산기 조합원 구제.",가와카미 쓰네오(재무감독국장·중개),대구,시기내,탁지부,민단 제도화기(1906~07)
E193,가게야마 민장 불신임안 제출,청원,1907-12-15,본문서술,O003,E196,85-1~85-2;60-4,,회고록단독,"지정학교 건 가결 직후 기습 제출, 민장 자진 처결 약속으로 결의 유보; 건의안 제출이므로 청원으로 분류 | [3-015 병합] 유곽지 문제가 발단. 민회 의원들의 불신임 결의로 민장 퇴진. 상세 경위는 85장(4구간)에서 재서술.",마스다 도라타(제안);와타나베 히스루;야스마쓰 구마키치;사카이 만지로(조인);오구라 다케노스케(의장·주선);가게야마(민장);가게야마 히데키(대상),대구,시기내,,민단 제도화기(1906~07)
E194,가게야마 민장 사퇴·의원 연쇄 사임,선거·임명,1907-12-15~1907-12-19,본문서술,O003,E196,85-3;86-1,,회고록단독,의원 4명 사임으로 기관 운용 마비; 사퇴 인사이므로 선거·임명으로 분류. 원문 오구라 한자 표기 착종(小倉竹之助) | [J-14b 판정 2026-07-23] 회고록 일자(12-15 제출·17 퇴거) 확정(병기 불요),"가게야마(민장·사표, 17일 퇴거);우지노 도쿠타로(만류);오구라 다케노스케;스기하라 신키치;시모타 고키치(16일 사임);기도 다다지로(19일 사임);도쿠라(조역·사표 보류);모리나가 소이치(사무 총괄)",대구,시기내,,민단 제도화기(1906~07)
E195,대구소학교 문부성 해외지정학교 인정,선거·임명,1907-12,본문서술,O038,,30-3,,회고록단독,1-032에서 분리 | [근거절 재검증 2026-07-23] 53-3(농회 설립 절 — 오배정)→30-3('해외지정학교로 인정' 서술 확인),,대구,시기내,문부성,민단 제도화기(1906~07)
E196,1908 민장 분쟁(불신임~재선거·인가),선거·임명,1907-12~1908-06,본문서술,,,85-1~91-3,,회고록단독,상위 사건: 불신임·사퇴·보궐선거·민장선거·불인가·퇴한처분·재선거·인가의 연쇄 국면을 묶는 캠페인 레코드,,대구,시기내,,민단 제도화기(1906~07)
E197,달성학교 화재 소실,재난·사고,1907-12-29,본문서술,O036,,30-1,,회고록단독,증축공사 중 낙성 전 화재 소실; 집합적 대응 서술은 없으나 협성학교 통합(1909-04)의 직접 계기로 등재,(개인 미상),대구,시기내,,민단 제도화기(1906~07)
E198,민회의원 보궐선거(8명),선거·임명,1908-02-05,본문서술,O003;O058,E196,86-1;86-3~86-4,,회고록단독,"사임일 기산 50일째 집행, 전야(2월 4일) 니시키좌 연설회; 당선 8명 중 아오키는 공민회계 | 민단사는 동일 선거를 1907-01-14/1907-02-05/1908-01-14로 혼기(자체 모순) — 회고록 1908-02-05 유지",니시자와 사토루;아오키 시게노부;하야시 진시치;시부사와 슈조;아사노 세이치;마유미 다다시;마쓰모토 세이치;가와이 아사오(당선 8명);미카지리 주고;후루쇼 모토사네(전야 연설),대구,시기내,개혁파,확장기(1908~10)
E199,상업회의소 회장 이와세 사표·의원 연쇄 사퇴,선거·임명,1907-02-10,본문서술,O007;O062,,92-1;60-4;70-3,,회고록단독,"[J-15 판정 2026-07-23 ③] 본문 표기 1907-02-10 채택 — 종전 '1908 오기 판정'(3-047) 철회(사용자 판정·원문 재검토). 후임 다케카와의 특별의원 취임 근거인 이즈미 스에지 부산 전임 '이 해 1월'은 1907-01로 읽히며, 1908-01은 우편국장 야기 다쓰마 전임 일자(92-1 원문). 기성회 부정 책임론이 회의소로 비화해 회장직 사퇴, 상업회의소 무용론 대두(70-3 '분란기' 문맥). 60-4에도 '이와세 회장 강제 사직' 언급. 이후 복귀 재임 추정(E275 참조) — 소속직위표(단계 3)에 반영할 것",이와세 시즈카(회장 사표);나카에 고로헤;나카자와 덴노스케(연쇄 사퇴);이와세 시즈카(사퇴);이노우에 소노스케(부정 책임 문책),대구,시기내,,민단 제도화기(1906~07)
E200,와타나베 무라오 민장 추천 밀약,중재·교섭,1908-02,본문서술,,E196,87-3,,회고록단독,'2월 20일 무렵' 비밀 결의; 이력서 전보 재촉 지연으로 민회 연장,미카지리 주고(제안);가와이 아사오;마스다 도라타;와타나베 히스루;야스마쓰 구마키치;사카이 만지로;니시자와 사토루;와타나베 무라오(후보),대구,시기내,개혁파,확장기(1908~10)
E201,민회 예산 부의·아사노 의장 당선,회의·결의,1908-02-24,본문서술,O003,E196,87-1;87-2,,회고록단독,1908년도 예산 부의·의석 추첨; 예산 심의는 민장선거 전략상 고의 보류 | [J-13/R-09 재분류 2026-07-23] 유형 '회의·결의'(구: 선거·임명) — 아사노 의장 당선 포함이나 예산 부의가 주 안건,도쿠라(조역·예산 편성);아사노 세이치(의장 당선);의원 12명,대구,시기내,,확장기(1908~10)
E202,건의안 긴급동의 민장선거(와타나베 당선),선거·임명,1908-03-03,본문서술,O003,E196,87-4,『대구민단사』 p.31,교차확인,취임인가신청서 제출은 3월 5일; 예산안 원안 승인,가와이 아사오(긴급동의);아사노 세이치(의장);와타나베 무라오(8대2 당선);아오키 시게노부(결석);출석 의원 11명,대구,시기내,,확장기(1908~10)
E203,상업회의소 반수개선·보궐선거와 다케카와 회장 천거,선거·임명,1907-03-09,본문서술,O007;O012,,92-1,,회고록단독,"본문에 연도 무표기 — [J-15 연동 2026-07-23] 이와세 사표 1907-02-10 판정에 따라 1907 기입(종전 1908 기입 철회). 이와세파 선거 포기 속 동지 6명 당선, 특별의원 다케카와(제일은행 지점장 — 이즈미의 1907-01 부산 전임 후임) 회장 천거",야스마쓰 구마키치;오노 미네지로;마에카와 도모지(보궐 당선);우에다 겐스케;후쿠나가 도쿠지로;사카이 만지로;가토 이치로;구로카와 엔지;와키 헤이지로(반수개선 당선);다케카와 세이지(후임 회장 천거),대구,시기내,,민단 제도화기(1906~07)
E204,민장 불인가 지령과 논란,선거·임명,1908-04-04,본문서술,O072;O073;O003,E196,88-1~88-5;89-3,,회고록단독,"3월 29일 구두 통보, 4월 4일부 지령; 민단법 제25조 해석 논란·여론 비등. 행정처분(불인가)이나 민장 임면 관련으로 선거·임명 근사 분류",우지노 도쿠타로(이사관);와타나베 무라오;민회 의원 일동,대구,시기내,,확장기(1908~10)
E205,대구일일신문 민장 불인가 비판 논전,집단운동·대회,1908-04,본문서술,O030,E196,88-2~88-5,,회고록단독,'민장불인가' 표제 기사와 4월 5~7일 사설로 이사관 직권남용 공격; 언론 캠페인으로 근사 분류,오키타 스테지로(사장·사설);마스다 도라타(소론 3회),대구,시기내,,확장기(1908~10)
E206,오키타 스테지로 퇴한 처분·퇴거,집단운동·대회,1908-04,본문서술,O073;O030,E196,89-1~89-2;90-3,,회고록단독,"청국 및 한국 재류민 단속규칙 제1조로 2년 재류금지; 언론계 진정·연설도 항고기한(3일) 도과로 무산, 4월 30일 퇴거. 처분과 집단 항의 국면 포함",우지노 도쿠타로(처분);오키타 스테지로;기쿠치 겐조;미네키시 시게타로;도카노 시게오;노시마 스스무(경성 언론계 동정);미카지리 주고(항전 선동),대구,시기내,,확장기(1908~10)
E207,임시민회 소명요구서 결의·상신 정지,청원,1908-04-15,본문서술,O003;O072,E196,89-3,,회고록단독,불인가 이유 소명 요구 상신서 가결했으나 위법 결의라며 상신 정지,마스다 도라타(제안);니시자와 사토루(기안);시부사와 슈조;아오키 시게노부(반대);출석 10명 중 8명 가결,대구,시기내,,확장기(1908~10)
E208,달성공원기성회 문책·회원모집 중지,조직개편,1908-04,본문서술,O062;O073;O072,,85-1;92-2,,회고록단독,"4월 5일경 간사회 회계검사·문책, 통감부 주의 후 4월 20일 회원모집(11회째) 중지; 저자가 앞선 '5회 중지' 서술을 11회로 정정",이와세 시즈카(회장·문책);이노우에 소노스케(서기장·부정);우지노 도쿠타로(중지 명령),대구,시기내,,확장기(1908~10)
E209,북문 밖 화재·민단사무소 소실과 이전,재난·사고,1908-04,본문서술,O003;O095;O074,,92-3,,회고록단독,"본문 표기 1907(오기 판정) — 1908년으로 판정 확정; 마구간 화재가 민단사무소로 연소, 관찰도 징청각 한쪽으로 이전(와타나베 민장 취임 전)",제12여단(마구간 발화),대구,시기내,,확장기(1908~10)
E210,히사미즈 이사관·오카모토 부이사관 부임,선거·임명,1908-04~1908-08,본문서술,O073,,92-3,,회고록단독,"히사미즈는 시애틀 영사, 오카모토는 나라지방재판소 판사 출신",히사미즈 사부로(4월 23일 부임);오카모토 마사오(8월 부임),대구,시기내,,확장기(1908~10)
E212,미카지리 통감부 직접 담판,중재·교섭,1908-04-20,본문서술,O072,E196,91-1,,회고록단독,개인 자격이나 동지들 협의에 따른 담판; '규정 절차대로 재선거하면 인가' 결론 도출,미카지리 주고;통감부 요직 인사,대구,시기내,,확장기(1908~10)
E213,민장 재선거·와타나베 인가·취임,선거·임명,1908-05,본문서술,O003,E196,91-1,,회고록단독,"5월 초 임시민회에서 재선거, 즉시 인가·5월 말 취임으로 민장 문제 일단락",와타나베 무라오(8대3 당선·취임);소가와 유타카(대항 후보);아사노 세이치(소가와 지지),대구,시기내,,확장기(1908~10)
E214,우지노 이사관 진주 전임,선거·임명,1908-06-08,본문서술,O073,E196,91-1,,회고록단독,"진주지방법원 검사로 전임, 민장 문제 소란 종결",우지노 도쿠타로,대구,시기내,,확장기(1908~10)
E215,객사 인수·파괴와 반대 소동,집단운동·대회,1908,본문서술,O003;O091,,41-2,,회고록단독,민단의 객사(달성관) 무상 인수·파괴에 성문 포스터와 야간 모닥불 농성(민중 수백 명)으로 저항·수비대 1개 대대 출동·포위 하에 철거 강행,,대구,시기내,,확장기(1908~10)
E216,약령시 이전 교섭,중재·교섭,1908,본문서술,,E215,41-2,,회고록단독,1908년 가을 객사 철거로 약령시를 종로에서 남문 성벽길로 이전·경북도서기관 시오카와와 절충해 관찰사 인가 획득,세노 히사타로;후쿠나가 도쿠지로;마스다 도라타;가와이 아사오;시오카와 이치타로,대구,시기내,,확장기(1908~10)
E217,도축규칙 제정,조직개편,1908-06,본문서술,O073,,79-2,,회고록단독,제정 주체 명시 없음(문맥상 이사청)·위생제도 정비의 일환,,대구,시기내,,확장기(1908~10)
E218,이사청 청사 신축,설립,1908,본문서술,O073,,84-1,,회고록단독,동문 밖 신축·병합 후 대구부청 청사로 전용,,대구,시기내,,확장기(1908~10)
E219,대구일일신문 후원조직 결성·감독 선임,설립,1908,추정,O030,,91-3~91-4,,회고록단독,오키타 퇴거(1908.4.30) 후 국면; 인쇄기·활자는 마키노 슈 소유(월 20원 대여). 요시오카 고잔=요시오카 다다이치 대표 표기,야스마쓰 구마키치;사카이 만지로;마스다 도라타;우에다 겐스케;와타나베 히스루;하야시 진시치;가와이 아사오;미카지리 주고(후원 8인);고미야 히코지(인쇄기 임차 명의);요시오카 다다이치(편집);노사카(영업·경리);니시자와 사토루→가와이 아사오(감독),대구,시기내,개혁파,확장기(1908~10)
E220,박중양 경북 관찰사 임명·부임,선거·임명,1908-06,본문서술,O074,,92-3;92-4,,회고록단독,"내무행정개혁에 즈음한 발탁, 6월 30일 부임",박중양(칙임관 3등);이충구(면직),대구,시기내,,확장기(1908~10)
E221,성벽 자리 가옥 철거·도로공사 재개,조직개편,1908,추정,O074,E098,93-2,,회고록단독,박 관찰사 부임(6.30) 후 얼마 되지 않은 시점; 행정 조치이므로 유형 근사 분류,박중양(철거 명령);거류민(환영),대구,시기내,,확장기(1908~10)
E222,대구신보 창간 계획,창간·경영이전,1908,본문서술,O030,,94-2;94-4,,회고록단독,"자본금 5천 원, 최초 발행 예정 9월 1일, 16면형 기계 도입까지 진행; 합병으로 창간 중지(미발행)",이와세 시즈카;오구라 다케노스케;기무라 다케타로;가토 이치로;아오키 시게노부;시부사와 슈조;스기하라 신키치;구로카와 엔지;이나모토 신진;마치다 규고;사토 슈조;후지나와 분준;후쿠치 기사쿠(출자 13명);가토 이치로(창립사무 전담);미우라 쇼이치로(주필 예정),대구,시기내,,확장기(1908~10)
E223,공소원 부지 선정·매수,중재·교섭,1908,추정,O070;O086,,94-3;96-1,,회고록단독,"지가 급등으로 위치 변경, 청사용지 3천 평(평당 약 1원)·관사용지 매수, 대상 부족액 대신 관유지 교부",시부사와 슈조;오구라 다케노스케;후지나와 분준;사키사카 쇼키치(선정위원 4명);시미즈 도쿠타로;오카모토 리헤(토지 매도),대구,시기내,,확장기(1908~10)
E224,유치원 재흥 연예회,의례,1908~1909,추정,O042;O073,,97-1,,회고록단독,히사미즈 재임기 니시키좌 3일간 연예회; 수입 607원 83전 중 449원 기부로 유치원 재흥. 모금 행사로 의례 분류,히사미즈 사부로 부부·영양;히시키 히데이치(사회);이와세 시즈카(기부금 모집·입장권 판매);관민 유지,대구,시기내,,확장기(1908~10)
E225,경상농공은행 성립과 신축 낙성,조직개편,1908,본문서술,O010;O009,,107-2,,회고록단독,"진주·대구 농공은행 합병으로 성립, 신축 낙성 융희 2년(1908) 12.27. 건물은 현(1930) 조선식산은행 지점 | [근거절 재검증 2026-07-23] 100-2→107-2('경상농공은행' 서술 확인, 자동보정 99-4는 오류로 철회)",이시이 미쓰오,대구,시기내,,확장기(1908~10)
E226,경상농공은행 농공채권 모집,집단운동·대회,1908~1909,본문서술,O010,,100-2,,회고록단독,"예정액 10만 원 중 3,000구좌 3만 원 모집. 마감 '음력 12월 25일'(양력 1909년 초 무렵). 유형 원후보 '모금'을 목록 유형 중 집단운동·대회로 분류",,대구,시기내,,확장기(1908~10)
E227,관민 합동 대간친회,의례,1908-07,본문서술,O073;O074;O086;O003,,93-2,,회고록단독,"7월 상순, 신임 이사관·관찰사·법원 직원 환영; 민장 문제로 대립했던 양파도 화합",쓰네요시 다다미치;가와카미 쓰네오;마쓰시타 나오미;시마다 후미노스케;와타나베 무라오(위원);출석 80여 명,대구,시기내,,확장기(1908~10)
E228,민단법 개정(민장 관선화),조직개편,1908-07-23,본문서술,O072;O003,,93-3,,회고록단독,통감부령 제23호로 민장을 통감 임면의 관선으로 개정; 대구의 두 차례 민장 분쟁이 계기,통감부;대구거류민단(찬성);타 지역 민단(맹렬 반대),전국-대구반응,시기내,,확장기(1908~10)
E229,대구 재판소 개설·개청식,설립,1908-08-01,본문서술,O086,,93-1,,회고록단독,"요직 부임 6월 7~8일, 관찰도 내 임시청사에서 성대한 개청식(의례 겸)",도이 요타로(공소원장);구로카와 조(검사장);도리야마 고야타(지방재판소장);요시다 유로쿠로(검사정);판사 7명;검사 3명;마쓰시타 나오미(공소원 판사부장 전임),대구,시기내,대구구재판소,확장기(1908~10)
E230,경상농공은행 합병 설립,조직개편,1908-08,본문서술,O009;O010,,46-1,,회고록단독,경남 진주 농공은행 합병으로 설립·조선식산은행의 기초·개인 참여자 미상,,대구,시기내,,확장기(1908~10)
E231,대구일일신문사 장판각 이전,창간·경영이전,1908-08,본문서술,O030;O074,,94-2,,회고록단독,"관찰사 관사 개조로 퇴거당해 8월 11일 공사 착수, 8월 20일 관유건물 장판각으로 이전",노사카(상담);구와노 긴타로(내부공사);후원자들(설비비 약 300원 부담);박중양(관찰사),대구,시기내,,확장기(1908~10)
E232,두 신문사 합병 중재·조인,중재·교섭,1908-09-15,본문서술,O030;O074;O073,,95-1~95-3,,회고록단독,"5대5 합병 조건 조인; 대구신보 창간 사무 중지, 미우라 쇼이치로는 합병사 초빙 예정",박중양(합병 권고);아사노 세이치;니시모토 민조(중재·입회 조인);오카모토 마사오;다케우치 마키타로(배후 조정·입회 날인);가토 이치로;가와이 아사오(양측 대표),대구,시기내,,확장기(1908~10)
E233,대구신문 성립과 경영권 이전,창간·경영이전,1908-09~1911-08,본문서술,,,94-1~95-3;113-1~114-3,,회고록단독,상위 사건: 합병 조인·발행·분란·경영위임·사장제·출자 양도의 연쇄를 묶는 레코드,,대구,시기내,,확장기(1908~10)
E234,가와이 아사오의 신문 경영 관여 개시,창간·경영이전,1908-10-01,본문서술,O030,,27-3,,회고록단독,본문 '1908년 10월 1일부터 내가 신문에 관여'; 이후 발행분 전부 보존,가와이 아사오,대구,시기내,,확장기(1908~10)
E235,『대구신문』 발행·대구신문사조합 결성,창간·경영이전,1908-10-01,본문서술,O033,,95-4;98-1,,회고록단독,사장 없이 이사 2명·고문 2명 체제; 연말까지 약 1천 원 결손,가토 이치로;가와이 아사오(이사);기무라 다케타로;사카이 만지로(고문);무라마쓰 스케유키(편집);미우라 쇼이치로(사설);노사카(영업),대구,시기내,,확장기(1908~10)
