record_id,인물,org_id,구분,직위,원표기,시간구간,근거절,보조출전,근거수준,보조사료대조,교차확인비고,비고,시기구획,직무분류,기관계열
OH0474,야마자키 가도요시,O052,소속,,회원,1928~,40-1,,대구물어 단독 전거,미대조,,1928-02 조직 회원 명부(총 77명 중 열거분),시기외,,동향·친목
OH0475,오가사 구마지로,O052,소속,,회원,1928~,40-1,,대구물어 단독 전거,미대조,,1928-02 조직 회원 명부(총 77명 중 열거분),시기외,,동향·친목
OH0476,오구라 다케노스케,O052,소속,,회원,1928~,40-1,,대구물어 단독 전거,미대조,,1928-02 조직 회원 명부(총 77명 중 열거분),시기외,,동향·친목
OH0477,오니즈카 슈이쓰,O052,소속,,회원,1928~,40-1,,대구물어 단독 전거,미대조,,1928-02 조직 회원 명부(총 77명 중 열거분),시기외,,동향·친목
OH0478,오리토 기요이치,O052,소속,,회원,1928~,40-1,,대구물어 단독 전거,미대조,,1928-02 조직 회원 명부(총 77명 중 열거분),시기외,,동향·친목
OH0479,오에 류타로,O052,소속,,회원,1928~,40-1,,대구물어 단독 전거,미대조,,1928-02 조직 회원 명부(총 77명 중 열거분),시기외,,동향·친목
OH0480,오치 와스케,O052,소속,,회원,1928~,40-1,,대구물어 단독 전거,미대조,,1928-02 조직 회원 명부(총 77명 중 열거분),시기외,,동향·친목
OH0481,요시다 다이조,O052,소속,,회원,1928~,40-1,,대구물어 단독 전거,미대조,,1928-02 조직 회원 명부(총 77명 중 열거분),시기외,,동향·친목
OH0482,요시하라 군타로,O052,소속,,회원,1928~,40-1,,대구물어 단독 전거,미대조,,1928-02 조직 회원 명부(총 77명 중 열거분),시기외,,동향·친목
OH0483,우치다 로쿠로,O052,소속,,회원,1928~,40-1,,대구물어 단독 전거,미대조,,1928-02 조직 회원 명부(총 77명 중 열거분),시기외,,동향·친목
OH0484,우치다 로쿠로,O052,직위,이사·간사,간사,1928~,40-2,,대구물어 단독 전거,미대조,,"사카모토 원문표기 슌스케, 모리나가 원문표기 守泳宗一 등 표준표기로 변환",시기외,3 집행간부·사무회계직,동향·친목
OH0485,이노우에 산고,O052,소속,,회원,1928~,40-1,,대구물어 단독 전거,미대조,,1928-02 조직 회원 명부(총 77명 중 열거분),시기외,,동향·친목
OH0486,이시마쓰 시게키,O052,소속,,회원,1928~,40-1,,대구물어 단독 전거,미대조,,1928-02 조직 회원 명부(총 77명 중 열거분),시기외,,동향·친목
OH0487,이와나가 마지,O052,소속,,회원,1928~,40-1,,대구물어 단독 전거,미대조,,1928-02 조직 회원 명부(총 77명 중 열거분),시기외,,동향·친목
OH0488,이케다 쓰네요시,O052,소속,,회원,1928~,40-1,,대구물어 단독 전거,미대조,,1928-02 조직 회원 명부(총 77명 중 열거분),시기외,,동향·친목
OH0489,하라다 기이치,O052,소속,,회원,1928~,40-1,,대구물어 단독 전거,미대조,,1928-02 조직 회원 명부(총 77명 중 열거분),시기외,,동향·친목
OH0490,하타모토 기헤이,O052,소속,,회원,1928~,40-1,,대구물어 단독 전거,미대조,,1928-02 조직 회원 명부(총 77명 중 열거분),시기외,,동향·친목
OH0491,호쿠조 준조,O052,소속,,회원,1928~,40-1,,대구물어 단독 전거,미대조,,1928-02 조직 회원 명부(총 77명 중 열거분),시기외,,동향·친목
OH0492,후루야 지스케,O052,소속,,회원,1928~,40-1,,대구물어 단독 전거,미대조,,1928-02 조직 회원 명부(총 77명 중 열거분),시기외,,동향·친목
OH0493,후지나와 분준,O052,소속,,회원,1928~,40-1,,대구물어 단독 전거,미대조,,1928-02 조직 회원 명부(총 77명 중 열거분),시기외,,동향·친목
OH0494,마치다 규고,O053,직위,발기인,앞장서 조직,1905,68-1,,대구물어 단독 전거,미대조,,회원제 구락부,민회기(1903~05),10 발기인,동향·친목
OH0495,시모조 에이타로,O053,직위,발기인,앞장서 조직,1905,68-1,,대구물어 단독 전거,미대조,,,민회기(1903~05),10 발기인,동향·친목
OH0496,쓰지 소노지로,O053,직위,발기인,앞장서 조직,1905,68-1,,대구물어 단독 전거,미대조,,,민회기(1903~05),10 발기인,동향·친목
OH0497,가게야마 히데키,O056,직위,부회장,부위원장,1907,72-3,,대구물어 단독 전거,미대조,,1907-01 위촉,민단 제도화기(1906~07),1 대표직,공익
OH0498,가와이 아사오,O056,직위,기타,협찬위원,1907,72-3,,대구물어 단독 전거,미대조,,,민단 제도화기(1906~07),6 위원직,공익
OH0499,구로카와 엔지,O056,직위,기타,협찬위원,1907,72-3,,대구물어 단독 전거,미대조,,,민단 제도화기(1906~07),6 위원직,공익
OH0500,나카에 고로헤이,O056,직위,기타,협찬위원,1907,72-3,,대구물어 단독 전거,미대조,,,민단 제도화기(1906~07),6 위원직,공익
OH0501,나카오지 마사오,O056,직위,회장,위원장,1907,72-3,,대구물어 단독 전거,미대조,,적십자지부·애국부인회지부 합동 서술 — 1907-01 위촉,민단 제도화기(1906~07),1 대표직,공익
OH0502,나카자와 덴노스케,O056,직위,기타,협찬위원,1907,72-3,,대구물어 단독 전거,미대조,,,민단 제도화기(1906~07),6 위원직,공익
OH0503,도쿠라 소로쿠,O056,직위,기타,협찬위원,1907,72-3,,대구물어 단독 전거,미대조,,본문표기 도구라 소로쿠,민단 제도화기(1906~07),6 위원직,공익
OH0504,마스다 도라타,O056,직위,기타,협찬위원,1907,72-3,,대구물어 단독 전거,미대조,,,민단 제도화기(1906~07),6 위원직,공익
OH0505,마에카와 도모지,O056,직위,기타,협찬위원,1907,72-3,,대구물어 단독 전거,미대조,,,민단 제도화기(1906~07),6 위원직,공익
OH0506,마치다 규고,O056,직위,기타,협찬위원,1907,72-3,,대구물어 단독 전거,미대조,,,민단 제도화기(1906~07),6 위원직,공익
OH0507,박중양,O056,직위,기타,협찬위원,1907,72-3,,대구물어 단독 전거,미대조,,,민단 제도화기(1906~07),6 위원직,공익
OH0508,사카이 만지로,O056,직위,기타,협찬위원,1907,72-3,,대구물어 단독 전거,미대조,,,민단 제도화기(1906~07),6 위원직,공익
OH0509,스다 산페이,O056,직위,기타,협찬위원,1907,72-3,,대구물어 단독 전거,미대조,,1907-02 구성 명부,민단 제도화기(1906~07),6 위원직,공익
OH0510,시모다 고키치,O056,직위,기타,협찬위원,1907,72-3,,대구물어 단독 전거,미대조,,,민단 제도화기(1906~07),6 위원직,공익
OH0511,쓰지 소노지로,O056,직위,기타,협찬위원,1907,72-3,,대구물어 단독 전거,미대조,,,민단 제도화기(1906~07),6 위원직,공익
OH0512,쓰치야 히코타로,O056,직위,기타,협찬위원,1907,72-3,,대구물어 단독 전거,미대조,,,민단 제도화기(1906~07),6 위원직,공익
OH0513,오구라 다케노스케,O056,직위,기타,협찬위원,1907,72-3,,대구물어 단독 전거,미대조,,,민단 제도화기(1906~07),6 위원직,공익
OH0514,오카모토 리헤이,O056,직위,부회장,부위원장,1907,72-3,,대구물어 단독 전거,미대조,,1907-01 위촉,민단 제도화기(1906~07),1 대표직,공익
OH0515,와타나베 히스루,O056,직위,기타,협찬위원,1907,72-3,,대구물어 단독 전거,미대조,,,민단 제도화기(1906~07),6 위원직,공익
OH0516,이노우에 다쓰지로,O056,직위,기타,협찬위원,1907,72-3,,대구물어 단독 전거,미대조,,,민단 제도화기(1906~07),6 위원직,공익
OH0517,이와세 시즈카,O056,직위,기타,협찬위원,1907,72-3,,대구물어 단독 전거,미대조,,,민단 제도화기(1906~07),6 위원직,공익
OH0518,이즈미 스에지,O056,직위,기타,협찬위원,1907,72-3,,대구물어 단독 전거,미대조,,,민단 제도화기(1906~07),6 위원직,공익
OH0519,후지나와 분준,O056,직위,기타,협찬위원,1907,72-3,,대구물어 단독 전거,미대조,,,민단 제도화기(1906~07),6 위원직,공익
OH0520,나카네,O057,소속,,음악대원,1909,106-3,,대구물어 단독 전거,미대조,,"신규인물후보 — 본문 '나카네(中根) 모', 이름 미상",확장기(1908~10),,동향·친목
OH0521,나카네(中根),O057,소속,,음악대원,1909,106-3,,대구물어 단독 전거,미대조,,신규인물후보; 성만 표기(中根 모),확장기(1908~10),,동향·친목
OH0522,니시바야시 준스케,O057,소속,,음악대원,1909,106-3,,대구물어 단독 전거,미대조,,급조 음악대 대원,확장기(1908~10),,동향·친목
OH0523,도쿠라 기이치,O057,소속,,음악대원,1909,106-3,,대구물어 단독 전거,미대조,,급조 음악대 대원,확장기(1908~10),,동향·친목
OH0524,사사모토 레이도,O057,소속,,음악대원,1909,106-3,,대구물어 단독 전거,미대조,,급조 음악대 대원,확장기(1908~10),,동향·친목
OH0525,사에키 히코이치,O057,소속,,음악대원,1909,106-3,,대구물어 단독 전거,미대조,,급조 음악대 대원,확장기(1908~10),,동향·친목
OH0526,사카이 가네키치,O057,소속,,음악대원,1909,106-3,,대구물어 단독 전거,미대조,,급조 음악대 대원,확장기(1908~10),,동향·친목
OH0527,스에이시 모스케,O057,소속,,음악대원,1909,106-3,,대구물어 단독 전거,미대조,,급조 음악대 대원,확장기(1908~10),,동향·친목
OH0528,시라타 신스케,O057,직위,기타,악장,1909,106-3,,대구물어 단독 전거,미대조,,"본문 표기 시로타 신스케, 육군기념일용 음악대 | 청년단 음악대 악장(원문 표기 시로타 신스케)",확장기(1908~10),5 전문직능직,동향·친목
OH0529,시모조 에이타로,O057,소속,,음악대원,1909,106-3,,대구물어 단독 전거,미대조,,급조 음악대 대원,확장기(1908~10),,동향·친목
OH0530,아키라,O057,소속,,음악대원,1909,106-3,,대구물어 단독 전거,미대조,,"신규인물후보 — 본문 '아키라(秋良) 모', 이름 미상",확장기(1908~10),,동향·친목
OH0531,아키라(秋良),O057,소속,,음악대원,1909,106-3,,대구물어 단독 전거,미대조,,신규인물후보; 성만 표기(秋良 모),확장기(1908~10),,동향·친목
OH0532,하라 이와타로,O057,소속,,음악대원,1909,106-3,,대구물어 단독 전거,미대조,,급조 음악대 대원,확장기(1908~10),,동향·친목
OH0533,가토 이치로,O058,직위,발기인,발기,1907~1908,86-3;92-1,,대구물어 단독 전거,미대조,,발회식 첫 연설 | 공민회 설립자로 명시,민단 제도화기(1906~07),10 발기인,정치결사
OH0534,미와 조테쓰,O058,직위,발기인,발기,1907~1908,86-3,,대구물어 단독 전거,미대조,,발회식 열변,민단 제도화기(1906~07),10 발기인,정치결사
OH0535,아오키 시게노부,O058,직위,발기인,발기,1907~1908,86-3,,대구물어 단독 전거,미대조,,,민단 제도화기(1906~07),10 발기인,정치결사
OH0536,이노우에 소노스케,O058,직위,발기인,발기,1907~1908,86-3,,대구물어 단독 전거,미대조,,발회식에서 주의·강령 천명,민단 제도화기(1906~07),10 발기인,정치결사
OH0537,가시마 쇼키치,O059,직위,기타,소두,1906,35-2,,대구물어 단독 전거,미대조,,,민단 제도화기(1906~07),3 집행간부·사무회계직,위생·소방·공익
OH0538,다나카 준지,O059,소속,,별대 대원(갈고리 담당),1906,35-2,,대구물어 단독 전거,미대조,,,민단 제도화기(1906~07),,위생·소방·공익
OH0539,도쿠라 소로쿠,O059,직위,기타,관리위원,1905,35-2,,대구물어 단독 전거,미대조,,윤번 소방기구 관리위원; 원문 스다 산폐이는 표준표기로 변환,민회기(1903~05),6 위원직,위생·소방·공익
OH0540,마유미 다다시,O059,직위,기타,관리위원,1905,35-2,,대구물어 단독 전거,미대조,,윤번 소방기구 관리위원; 원문 스다 산폐이는 표준표기로 변환,민회기(1903~05),6 위원직,위생·소방·공익
OH0541,사이토 요시조,O059,직위,기타,관리위원,1905,35-2,,대구물어 단독 전거,미대조,,윤번 소방기구 관리위원; 원문 스다 산폐이는 표준표기로 변환,민회기(1903~05),6 위원직,위생·소방·공익
OH0542,스다 산페이,O059,직위,기타,관리위원,1905,35-2,,대구물어 단독 전거,미대조,,윤번 소방기구 관리위원; 원문 스다 산폐이는 표준표기로 변환,민회기(1903~05),6 위원직,위생·소방·공익
OH0543,스에마쓰 긴지로,O059,직위,기타,소두,1906,35-2,,대구물어 단독 전거,미대조,,,민단 제도화기(1906~07),3 집행간부·사무회계직,위생·소방·공익
OH0544,스즈키 히사지로,O059,직위,단장,조장(組長),1906,35-2,,대구물어 단독 전거,미대조,,1906-01-04 시무식 당시 조직 구성,민단 제도화기(1906~07),3 집행간부·사무회계직,위생·소방·공익
OH0545,스즈키 히사지로,O059,직위,발기인,발기인,1905,35-2,,대구물어 단독 전거,미대조,,,민회기(1903~05),10 발기인,위생·소방·공익
OH0546,시모조 효자부로,O059,직위,기타,별대 부장,1906,35-2,,대구물어 단독 전거,미대조,,,민단 제도화기(1906~07),3 집행간부·사무회계직,위생·소방·공익
OH0547,아베 기노스케,O059,직위,기타,소두(별대),1906,35-2,,대구물어 단독 전거,미대조,,,민단 제도화기(1906~07),3 집행간부·사무회계직,위생·소방·공익
OH0548,우라하마 야스타로,O059,직위,기타,부장(副長),1906,35-2,,대구물어 단독 전거,미대조,,,민단 제도화기(1906~07),3 집행간부·사무회계직,위생·소방·공익
OH0549,우치다 로쿠로,O059,직위,기타,관리위원,1905,35-2,,대구물어 단독 전거,미대조,,윤번 소방기구 관리위원; 원문 스다 산폐이는 표준표기로 변환,민회기(1903~05),6 위원직,위생·소방·공익
OH0550,우치다 로쿠로,O059,직위,발기인,발기인,1905,35-2,,대구물어 단독 전거,미대조,,,민회기(1903~05),10 발기인,위생·소방·공익
OH0551,하라타 요시조,O059,직위,기타,소두(별대),1906,35-2,,대구물어 단독 전거,미대조,,,민단 제도화기(1906~07),3 집행간부·사무회계직,위생·소방·공익
OH0552,가나모리 리키자부로,O061,직위,단장,대구소방조두,1913,39-2,,대구물어 단독 전거,미대조,,,시기외,3 집행간부·사무회계직,위생·소방·공익
OH0553,다나카 준지,O061,직위,기타,소두,~1929,35-2,,대구물어 단독 전거,미대조,,작년(1929)까지 재직,시기외,3 집행간부·사무회계직,위생·소방·공익
OH0554,오카다 기하치,O061,직위,기타,조두,1909경,100-2,,대구물어 단독 전거,미대조,,"달성관 주인, 본문 표기 오카다 지로",확장기(1908~10),3 집행간부·사무회계직,위생·소방·공익
OH0555,가와이 아사오,O062,직위,기타,조사위원,1907,69-3,,대구물어 단독 전거,미대조,,미와 화훼구입 문제 조사·무혐의 보고,민단 제도화기(1906~07),6 위원직,공익(기성회)
OH0556,고미야 히코지,O062,직위,기타,서기,1907,68-2,,대구물어 단독 전거,미대조,,,민단 제도화기(1906~07),3 집행간부·사무회계직,공익(기성회)
OH0557,나카에 고로헤이,O062,직위,이사·간사,간사,1907,68-1;71-1,,대구물어 단독 전거,미대조,,,민단 제도화기(1906~07),3 집행간부·사무회계직,공익(기성회)
OH0558,니시모토 민조,O062,직위,이사·간사,간사,1907,68-1;71-1,,대구물어 단독 전거,미대조,,,민단 제도화기(1906~07),3 집행간부·사무회계직,공익(기성회)
OH0559,서병오,O062,직위,부회장,부회장,1907,68-1;71-1,,대구물어 단독 전거,미대조,,,민단 제도화기(1906~07),1 대표직,공익(기성회)
OH0560,쓰치야 히코타로,O062,직위,이사·간사,간사,1907,68-1;71-1,,대구물어 단독 전거,미대조,,,민단 제도화기(1906~07),3 집행간부·사무회계직,공익(기성회)
OH0561,오구라 다케노스케,O062,직위,이사·간사,간사,1907,68-1;71-1,,대구물어 단독 전거,미대조,,,민단 제도화기(1906~07),3 집행간부·사무회계직,공익(기성회)
OH0563,이노우에 소노스케,O062,직위,기타,사무장,1907,68-2,,대구물어 단독 전거,미대조,,매약 매매 등 부정으로 변상(70-1),민단 제도화기(1906~07),3 집행간부·사무회계직,공익(기성회)
OH0564,이석진,O062,직위,이사·간사,간사,1907,68-1;71-1,,대구물어 단독 전거,미대조,,,민단 제도화기(1906~07),3 집행간부·사무회계직,공익(기성회)
OH0565,이와세 시즈카,O062,직위,회장,회장,1907,68-1;71-1;85-1;92-2,,대구물어 단독 전거,미대조,,"1907-07 이사관 명령으로 기성회 해산(70-1) | 이노우에 소노스케 불상사 처리에 골몰 | 1908-04 간사회 회계검사에서 감독 부실 문책, 회원모집 중지",민단 제도화기(1906~07),1 대표직,공익(기성회)
OH0566,이진호,O063,직위,회장,회장,1911,79-2,,대구물어 단독 전거,미대조,,도장관으로서 추대됨,시기외,1 대표직,위생·소방·공익
OH0567,가미야 도요나리,O065,직위,발기인,발기인,1905,7-2,,대구물어 단독 전거,미대조,,,민회기(1903~05),10 발기인,임시조직
OH0568,가야모리 세이타로,O065,직위,발기인,발기인(가시와모리 세이타로),1905,7-2,,대구물어 단독 전거,미대조,,한자 柏森精太郎 동일·표준표기 적용,민회기(1903~05),10 발기인,임시조직
OH0569,가와시마 규에몬,O065,직위,발기인,발기인,1905,7-2,,대구물어 단독 전거,미대조,,,민회기(1903~05),10 발기인,임시조직
OH0570,고지마 구마노조,O065,직위,발기인,발기인,1905,7-2,,대구물어 단독 전거,미대조,,,민회기(1903~05),10 발기인,임시조직
OH0571,나카니시 다몬,O065,직위,발기인,발기인,1905,7-2,,대구물어 단독 전거,미대조,,,민회기(1903~05),10 발기인,임시조직
OH0572,니시무라 우이치로,O065,직위,발기인,발기인,1905,7-2,,대구물어 단독 전거,미대조,,,민회기(1903~05),10 발기인,임시조직
OH0573,다니구치 세이노스케,O065,직위,발기인,발기인,1905,7-2,,대구물어 단독 전거,미대조,,,민회기(1903~05),10 발기인,임시조직
OH0574,도요타 게이조,O065,직위,발기인,발기인,1905,7-2,,대구물어 단독 전거,미대조,,,민회기(1903~05),10 발기인,임시조직
OH0575,도쿠라 소로쿠,O065,직위,발기인,발기인,1905,7-2,,대구물어 단독 전거,미대조,,이용익 배척 임시대회,민회기(1903~05),10 발기인,임시조직
OH0576,마스다 도라타,O065,직위,발기인,발기인,1905,7-2,,대구물어 단독 전거,미대조,,,민회기(1903~05),10 발기인,임시조직
OH0577,마유미 다다시,O065,직위,발기인,발기인,1905,7-2,,대구물어 단독 전거,미대조,,,민회기(1903~05),10 발기인,임시조직
OH0578,마치다 규고,O065,직위,발기인,발기인,1905,7-2,,대구물어 단독 전거,미대조,,,민회기(1903~05),10 발기인,임시조직
OH0579,미와 조테쓰,O065,직위,발기인,발기인,1905,7-2,,대구물어 단독 전거,미대조,,,민회기(1903~05),10 발기인,임시조직
OH0580,샤쿠오 슌조,O065,직위,발기인,발기인,1905,7-2,,대구물어 단독 전거,미대조,,,민회기(1903~05),10 발기인,임시조직
OH0581,스다 산페이,O065,직위,발기인,발기인,1905,7-2,,대구물어 단독 전거,미대조,,,민회기(1903~05),10 발기인,임시조직
OH0582,스즈키 히사지로,O065,직위,발기인,발기인,1905,7-2,,대구물어 단독 전거,미대조,,,민회기(1903~05),10 발기인,임시조직
OH0583,시노하라 가나메,O065,직위,발기인,발기인(시노하라 가나오),1905,7-2,,대구물어 단독 전거,미대조,,병합맵 적용,민회기(1903~05),10 발기인,임시조직
OH0584,시라타 신스케,O065,직위,발기인,발기인,1905,7-2,,대구물어 단독 전거,미대조,,,민회기(1903~05),10 발기인,임시조직
OH0585,시모다 고키치,O065,직위,발기인,발기인,1905,7-2,,대구물어 단독 전거,미대조,,,민회기(1903~05),10 발기인,임시조직
OH0586,시모즈 사부로,O065,직위,발기인,발기인,1905,7-2,,대구물어 단독 전거,미대조,,,민회기(1903~05),10 발기인,임시조직
OH0587,아키모토 세이타로,O065,직위,발기인,발기인,1905,7-2,,대구물어 단독 전거,미대조,,,민회기(1903~05),10 발기인,임시조직
OH0588,오구라 다케노스케,O065,직위,발기인,발기인,1905,7-2,,대구물어 단독 전거,미대조,,,민회기(1903~05),10 발기인,임시조직
OH0589,오카다 기하치,O065,직위,발기인,발기인(오카다 지로),1905,7-2,,대구물어 단독 전거,미대조,,병합맵 적용,민회기(1903~05),10 발기인,임시조직
OH0590,오카다 데쓰고로,O065,직위,발기인,발기인,1905,7-2,,대구물어 단독 전거,미대조,,,민회기(1903~05),10 발기인,임시조직
OH0591,오카모토 우이치,O065,직위,발기인,발기인,1905,7-2,,대구물어 단독 전거,미대조,,,민회기(1903~05),10 발기인,임시조직
OH0592,오쿠보 다사부로,O065,직위,발기인,발기인,1905,7-2,,대구물어 단독 전거,미대조,,,민회기(1903~05),10 발기인,임시조직
OH0593,오키타 스테지로,O065,직위,발기인,발기인,1905,7-2,,대구물어 단독 전거,미대조,,,민회기(1903~05),10 발기인,임시조직
OH0594,가와이 아사오,O066,소속,,쇄신회 후보자(나),1905,24-3;25-1,,대구물어 단독 전거,미대조,,[시드 표적검증 2026-07-23] 24-3 쇄신회 후보자 명단 열거 + 25-1 본인(가와이 25표) 낙선 서술 — 저자 자신이 쇄신회파 후보였음을 명시,민회기(1903~05),,임시조직
OH0595,오카모토 우이치,O066,소속,,쇄신회 후보자,1905,24-3;25-1,,대구물어 단독 전거,미대조,,[시드 표적검증 2026-07-23] 24-3 '쇄신회 후보자로 … 오카모토 우이치 … 4명을 추천' 명단 열거 + 25-1 '쇄신회파는 모두 낙선' 서술로 쇄신회파 소속 명시,민회기(1903~05),,임시조직
OH0596,오키타 스테지로,O066,직위,발기인,주도·선언서 집필,1905,24-2;24-3,,대구물어 단독 전거,미대조,,,민회기(1903~05),10 발기인,임시조직
OH0597,박중양,O068,직위,부회장,부위원장,1909,101-3,,대구물어 단독 전거,미대조,,순행 봉영·접대 부위원장,확장기(1908~10),1 대표직,임시조직
OH0598,쓰네요시 다다미치,O068,직위,회장,환영위원장,1909,103-1;101-3;104-1,,대구물어 단독 전거,미대조,,순행 환영회 위원장 | 황제 순행 봉영·접대 위원장(환영위원장),확장기(1908~10),1 대표직,임시조직
OH0599,히사미즈 사부로,O068,직위,부회장,부위원장,1909,101-3,,대구물어 단독 전거,미대조,,순행 봉영·접대 부위원장,확장기(1908~10),1 대표직,임시조직
OH0600,가와이 아사오,O069,직위,기타,위원,1909,111-2,,대구물어 단독 전거,미대조,,,확장기(1908~10),6 위원직,임시조직
OH0601,가토 이치로,O069,직위,기타,위원,1909,111-2,,대구물어 단독 전거,미대조,,,확장기(1908~10),6 위원직,임시조직
OH0602,고미야 히코지,O069,직위,기타,위원,1909,111-2,,대구물어 단독 전거,미대조,,,확장기(1908~10),6 위원직,임시조직
OH0603,고우라 도노마루,O069,직위,기타,위원,1909,111-2,,대구물어 단독 전거,미대조,,,확장기(1908~10),6 위원직,임시조직
OH0604,구로카와 엔지,O069,직위,기타,위원,1909,111-2,,대구물어 단독 전거,미대조,,,확장기(1908~10),6 위원직,임시조직
OH0605,기무라 다케타로,O069,직위,기타,위원,1909,111-2,,대구물어 단독 전거,미대조,,,확장기(1908~10),6 위원직,임시조직
OH0606,니시자와 사토루,O069,직위,기타,위원(니시자와 사토시),1909,111-2,,대구물어 단독 전거,미대조,,한자 西澤智로 표준표기 변환,확장기(1908~10),6 위원직,임시조직
OH0607,다케카와 세이지,O069,직위,기타,위원,1909,111-2,,대구물어 단독 전거,미대조,,,확장기(1908~10),6 위원직,임시조직
OH0608,마스다 도라타,O069,직위,기타,위원,1909,111-2,,대구물어 단독 전거,미대조,,민단 소집으로 추천,확장기(1908~10),6 위원직,임시조직
OH0609,마쓰무라 다이스케,O069,직위,기타,위원,1909,111-2,,대구물어 단독 전거,미대조,,,확장기(1908~10),6 위원직,임시조직
OH0610,마에카와 도모지,O069,직위,기타,위원,1909,111-2,,대구물어 단독 전거,미대조,,,확장기(1908~10),6 위원직,임시조직
OH0611,무라카미 도모요시,O069,직위,기타,위원,1909,111-2,,대구물어 단독 전거,미대조,,,확장기(1908~10),6 위원직,임시조직
OH0612,미와 야키치,O069,직위,기타,위원,1909,111-2,,대구물어 단독 전거,미대조,,,확장기(1908~10),6 위원직,임시조직
OH0613,사이토 요시조,O069,직위,기타,위원,1909,111-2,,대구물어 단독 전거,미대조,,,확장기(1908~10),6 위원직,임시조직
OH0614,사카이 만지로,O069,직위,기타,위원,1909,111-2,,대구물어 단독 전거,미대조,,,확장기(1908~10),6 위원직,임시조직
OH0615,사키사카 쇼키치,O069,직위,기타,위원,1909,111-2,,대구물어 단독 전거,미대조,,,확장기(1908~10),6 위원직,임시조직
OH0616,사토 슈조,O069,직위,기타,위원,1909,111-1,,대구물어 단독 전거,미대조,, | [재판정 정정 2026-07-23] 근거절 111-2→111-1(위원 명단 위치),확장기(1908~10),6 위원직,임시조직
OH0617,아오키 시게노부,O069,직위,기타,위원,1909,111-2,,대구물어 단독 전거,미대조,,,확장기(1908~10),6 위원직,임시조직
OH0618,야스카와 와사부로,O069,직위,기타,위원,1909,111-2,,대구물어 단독 전거,미대조,,,확장기(1908~10),6 위원직,임시조직
OH0619,오자키 시즈오,O069,직위,기타,위원,1909,111-2,,대구물어 단독 전거,미대조,,,확장기(1908~10),6 위원직,임시조직
OH0620,와케 헤이지로,O069,직위,기타,위원,1909,111-2,,대구물어 단독 전거,미대조,,,확장기(1908~10),6 위원직,임시조직
OH0621,와타나베 히스루,O069,직위,기타,위원,1909,111-2,,대구물어 단독 전거,미대조,,,확장기(1908~10),6 위원직,임시조직
OH0622,우에다 겐스케,O069,직위,기타,위원,1909,111-2,,대구물어 단독 전거,미대조,,,확장기(1908~10),6 위원직,임시조직
OH0623,우치다 로쿠로,O069,직위,기타,위원,1909,111-2,,대구물어 단독 전거,미대조,,,확장기(1908~10),6 위원직,임시조직
OH0624,이나모토 신신,O069,직위,기타,위원,1909,111-2,,대구물어 단독 전거,미대조,,,확장기(1908~10),6 위원직,임시조직
OH0625,하야시 진시치,O069,직위,기타,위원,1909,111-2,,대구물어 단독 전거,미대조,,,확장기(1908~10),6 위원직,임시조직
OH0626,후쿠나가 도쿠지로,O069,직위,기타,위원,1909,111-2,,대구물어 단독 전거,미대조,,,확장기(1908~10),6 위원직,임시조직
OH0627,후쿠치 기사쿠,O069,직위,기타,위원(후쿠치 요시사쿠),1909,111-2,,대구물어 단독 전거,미대조,,병합맵 적용,확장기(1908~10),6 위원직,임시조직
OH0628,사키사카 쇼키치,O070,직위,기타,부지선정위원,1908,94-4;96-1,,대구물어 단독 전거,미대조,,이후 병사(96-2 언급),확장기(1908~10),6 위원직,임시조직
OH0629,시부사와 슈조,O070,직위,기타,부지선정위원,1908,94-4;96-1,,대구물어 단독 전거,미대조,,,확장기(1908~10),6 위원직,임시조직
OH0630,오구라 다케노스케,O070,직위,기타,부지선정위원,1908,94-4;96-1,,대구물어 단독 전거,미대조,,,확장기(1908~10),6 위원직,임시조직
OH0631,후지나와 분준,O070,직위,기타,부지 매수위원,1908,94-4;96-1,,대구물어 단독 전거,미대조,, | [재판정 정정] 원표기 부지 매수위원,확장기(1908~10),6 위원직,임시조직
OH0632,노세 다쓰고로,O071,직위,기타,영사관 서기생,1884~1885,113-1,,대구물어 단독 전거,미대조,,109-4에는 1900년으로 서술·이후 캐나다 등 총영사,시기외,3 집행간부·사무회계직,기관(관청)
OH0633,마쓰무라,O071,직위,기타,서기,1904,43-3,,대구물어 단독 전거,미대조,,신규인물후보(성만 표기; 인물참조의 마쓰무라 다이스케와 동일인 여부 미확인),민회기(1903~05),3 집행간부·사무회계직,기관(관청)
OH0634,무로타 요시부미,O071,소속,,재직,1884~1885,113-1,,대구물어 단독 전거,미대조,,직명 미상('부산영사관에 있던 시절'),시기외,,기관(관청)
OH0635,아리마 고코,O071,소속,,외무성 순사,1885~,16-3,,대구물어 단독 전거,미대조,,경성영사관 근무 후 부산영사관 전근,시기외,,기관(관청)
OH0636,아리요시 아키라,O071,직위,기타,부산영사,1904~1905,3-2;25-2,,대구물어 단독 전거,미대조,,1904 거류민회 설립 인가·1905 소원 당시 영사(절25-2에서 실명 확인),민회기(1903~05),8 행정관직,기관(관청)
OH0637,고미야 미호마쓰,O072,직위,기타,참여관,1907~,83-2,,대구물어 단독 전거,미대조,,,민단 제도화기(1906~07),8 행정관직,기관(관청)
OH0638,고쿠부,O072,직위,기타,비서관,1907,74-1,,대구물어 단독 전거,미대조,,,민단 제도화기(1906~07),8 행정관직,기관(관청)
