record_id,인물,event_id,역할,원표기,근거절,보조출전,근거수준,비고
EP0494,나카하라 후사이치,E138,대표·위원,회장,53-3,,회고록단독,임원 명단 열거
EP0495,스다 산페이,E138,대표·위원,평의원,53-3,,회고록단독,임원 명단 열거
EP0496,야기 마쓰다로,E138,대표·위원,평의원,53-3,,회고록단독,임원 명단 열거(한자 八木松太郎 참조 일치)
EP0497,야마다 시게루,E138,대표·위원,평의원,53-3,,회고록단독,임원 명단 열거
EP0498,요시다 주이치로,E138,대표·위원,평의원,53-3,,회고록단독,임원 명단 열거
EP0499,오카모토 리헤이,E139,주도자,부이사관,56-3,,회고록단독,부역 징발로 공사 촉진('오카모토 부이사관' 직함 문맥 귀속)
EP0500,이토 모토타로,E139,주도자,,56-3,,회고록단독,성벽 파괴 작업 계속 진행 서술
EP0501,박중양,E140,주도자,,64-2,,회고록단독,앞장서 파괴공사 진행 서술(조선인 관리)
EP0502,오카모토 리헤이,E140,주도자,부이사관,64-2,,회고록단독,협력하여 파괴공사 진행 서술
EP0503,가게야마 히데키,E141,주도자,민장,63-2,,회고록단독,철도용지 전대안 발안 공로 서술
EP0504,마쓰시타 나오미,E142,주도자,법무보좌관,63-3,,회고록단독,착임 후 행정관 사법권 철폐·법무관 지휘 재판 서술
EP0505,우메 겐지로,E142,주도자,박사,63-3,,회고록단독,한국 법제개정 담당 서술(사건 범위보다 광의·경계 사례)
EP0506,오키타 스테지로,E143,당사자·대상,,64-2,,회고록단독,서기장 운동 좌절 당사자
EP0507,이노우에 소노스케,E143,당사자·대상,서기장,64-2,,회고록단독,서기장 채용 당사자
EP0508,나카하라 후사이치,E144,대표·위원,이사,66-2,,회고록단독,중역 명단 열거
EP0509,모리모토 마사타로,E144,대표·위원,지배인,66-2,,회고록단독,지배인 영입 서술
EP0510,미와 야키치,E144,대표·위원,이사,66-2,,회고록단독,중역 명단 열거
EP0511,스다 산페이,E144,대표·위원,감사,66-2,,회고록단독,중역 명단 열거
EP0512,시부사와 슈조,E144,대표·위원,이사,66-2,,회고록단독,중역 명단 열거
EP0513,야마다 야헤이지,E144,대표·위원,감사,66-2,,회고록단독,중역 명단 열거
EP0514,이와세 시즈카,E144,대표·위원,사장이사,66-2,,회고록단독,중역 명단 열거
EP0515,후쿠치 기사쿠,E144,대표·위원,상무이사,66-2,,회고록단독,중역 명단 열거(본문 후쿠치 요시사쿠=병합맵 적용)
EP0516,양 모,E145,당사자·대상,양(梁) 모 씨,67-1,,회고록단독,모금 약 7만 원 유용 당사자·신규인물후보(성만 표기·경계 사례)
EP0517,미와 조테쓰,E146,대표·위원,파견,69-1,,회고록단독,파견되어 차입금으로 추가 묘목 매입
EP0518,이와세 시즈카,E146,주도자,,69-1,,회고록단독,회사 대표자와 묘목 매수 교섭 서술
EP0519,미와 조테쓰,E147,당사자·대상,,69-3,,회고록단독,부정 혐의 조사 대상(무혐의 판명)
EP0520,가와이 아사오,E147,대표·위원,조사위원,69-3,,회고록단독,조사위원 추천·선출(본문 '나'=병합맵 적용)
EP0521,쓰치야 히코타로,E148,당사자·대상,지배인,70-1,,회고록단독,경질·의주 전임 당사자
EP0522,이시이 미쓰오,E148,당사자·대상,,70-1,,회고록단독,후임 부임 당사자
EP0523,이노우에 소노스케,E149,당사자·대상,서기장,70-1,,회고록단독,부정 당사자·변상 서술
EP0524,우지노 도쿠타로,E149,주도자,이사관,70-1,,회고록단독,기성회 해산 명령 서술
EP0525,가게야마 히데키,E150,당사자·대상,민장,70-3,,회고록단독,사설 제목 거론·공격 대상
EP0526,서상돈,E150,당사자·대상,,70-3,,회고록단독,묘포 매수 당사자로 거론(공격 소재·경계 사례)
EP0527,이와세 시즈카,E150,당사자·대상,,70-3,,회고록단독,사설 공격 대상
EP0528,오키타 스테지로,E150,주도자,,70-3,,회고록단독,사설 3회 게재·공격 주도
EP0529,박중양,E151,당사자·대상,관찰사,71-3,,회고록단독,평남 관찰사 임명·경북 관찰사 전임 당사자
EP0530,야마지 조이치,E152,연설자,변사·대한일보 주필,72-2,,회고록단독,변사 명시
EP0531,이마이 다다오,E152,연설자,변사·조선신보 사장,72-2,,회고록단독,변사 명시
EP0532,모리타 로쿠오,E153,당사자·대상,주임,73-2,,회고록단독,주임 취임 당사자
EP0533,이토 구마사부로,E153,당사자·대상,기수,73-2,,회고록단독,기수 취임 당사자
EP0534,이다 아키라,E155,주도자,경시,73-5,,회고록단독,직접 토벌 서술(본문 성만 표기 '이다'=참조 귀속)
EP0535,니시모토 민조,E156,주도자,선두 반대,73-7,,회고록단독,기부 강요 반대 선두·토지 약 7단보 수용
EP0536,고우라 도노마루,E158,대표·위원,제6구 대표,79-1,,회고록단독,구 대표 명단 열거(본문 고라 도노마루=한자 高羅殿丸 참조 일치)
EP0537,기무라 다케타로,E158,대표·위원,제1구 대표,79-1,,회고록단독,구 대표 명단 열거
EP0538,니시자와 사토루,E158,대표·위원,제9구 대표,79-1,,회고록단독,구 대표 명단 열거(본문 니시자와 사토시=한자 西澤智 참조 일치)
EP0539,마스다 도라타,E158,대표·위원,제12구 대표,79-1,,회고록단독,구 대표 명단 열거
EP0540,미와 야키치,E158,대표·위원,제7구 대표,79-1,,회고록단독,구 대표 명단 열거
EP0541,사이토 요시조,E158,대표·위원,제10구 대표,79-1,,회고록단독,구 대표 명단 열거
EP0542,사키사카 쇼키치,E158,대표·위원,제4구 대표,79-1,,회고록단독,구 대표 명단 열거
EP0543,스기하라 신키치,E158,대표·위원,제5구 대표,79-1,,회고록단독,구 대표 명단 열거
EP0544,우에다 겐스케,E158,대표·위원,제3구 대표,79-1,,회고록단독,구 대표 명단 열거
EP0545,우치다 로쿠로,E158,대표·위원,제13구 대표,79-1,,회고록단독,구 대표 명단 열거
EP0546,이나모토 신신,E158,대표·위원,제2구 대표,79-1,,회고록단독,구 대표 명단 열거
EP0547,이케우치 시게히라,E158,대표·위원,제8구 대표,79-1,,회고록단독,구 대표 명단 열거
EP0548,후쿠나가 도쿠지로,E158,대표·위원,제11구 대표,79-1,,회고록단독,구 대표 명단 열거(福泳徳次郎=참조 이표기)
EP0549,마쓰다 만로쿠,E159,당사자·대상,청부,79-2,,회고록단독,오물수거 청부 수탁 당사자
EP0550,가와카미 쓰네오,E160,당사자·대상,재무감독국장,79-4,,회고록단독,감독국 설치로 국장 취임 당사자
EP0551,서상돈,E161,당사자·대상,,79-5,,회고록단독,익명조합 결성 참여·대부 수령(조선인 자산가)
EP0552,이와세 시즈카,E161,당사자·대상,대표자,79-5,,회고록단독,익명조합 대표로 20만 원 대부 수령
EP0553,정재학,E161,당사자·대상,,79-5,,회고록단독,익명조합 결성 참여·대부 수령(조선인 자산가)
EP0554,정해붕,E161,당사자·대상,,79-5,,회고록단독,익명조합 결성 참여·대부 수령(조선인 자산가)
EP0555,가와카미 쓰네오,E161,주도자,,79-5,,회고록단독,백동화 30만 원 무이자 대하 시행
EP0556,쓰네요시 다다미치,E162,당사자·대상,대좌,82-3,,회고록단독,소장 승진·제12여단장 취임 당사자
EP0557,요다 고타로,E162,당사자·대상,소장,82-3,,회고록단독,제1사단 제1여단장 전임 당사자(본문 요다 히로타로=한자 依田廣太郎 참조 일치)
EP0558,가토 이치로,E165,발기인,발기,86-2,,회고록단독,발기인 열거
EP0559,미와 조테쓰,E165,발기인,발기,86-2,,회고록단독,발기인 열거
EP0560,아오키 시게노부,E165,발기인,발기,86-2,,회고록단독,발기인 열거
EP0561,이노우에 소노스케,E165,발기인,발기,86-2,,회고록단독,발기인 열거
EP0562,가토 이치로,E165,연설자,첫 연설,86-2,,회고록단독,연설 명시
EP0563,미와 조테쓰,E165,연설자,열변,86-2,,회고록단독,열변 서술
EP0564,이노우에 소노스케,E165,연설자,주의·강령 천명,86-2,,회고록단독,발회식 천명 서술(경계 사례)
EP0565,우지노 도쿠타로,E166,당사자·대상,이사관,90-2,,회고록단독,대립 상대 서술(공격 자체는 통감정치·민단 겨냥·경계 사례)
EP0566,미카지리 주고,E166,연설자,단독 연설,90-2,,회고록단독,니시키좌 단독 연설 2회 명시
EP0567,미카지리 주고,E166,주도자,옹,90-2,,회고록단독,단독 연설회 2회 개최(본문 '미카지리 옹' 문맥 귀속)
EP0568,오키타 스테지로,E167,당사자·대상,주재,99-3,,회고록단독,민장 불인가 사건 여파 퇴한 처분 대상
EP0569,기쿠치 슈덴,E176,당사자·대상,대좌·14연대장,73-6,,회고록단독,14연대장 취임 당사자
EP0570,요다 고타로,E176,당사자·대상,소장·사령관,73-6,,회고록단독,제12여단 사령관 취임 당사자(본문 요다 히로타로=한자 依田廣太郎 참조 일치)
EP0571,오키타 스테지로,E178,당사자·대상,수임,70-2,,회고록단독,경영 수임 당사자
EP0572,마키노 슈,E178,주도자,사주,70-2,,회고록단독,신문 사업 일체 위임 서술
EP0573,곤지,E181,당사자·대상,보조원,78-3,,회고록단독,폭도와 약 1시간 교전 후 퇴각;신규인물후보
EP0574,시바타,E181,당사자·대상,보조원,78-3,,회고록단독,폭도와 교전 후 퇴각;신규인물후보(시바타 지요키치와 동일 여부 미상)
EP0575,쓰치다 준사쿠,E181,당사자·대상,친족,78-3,,회고록단독,피살자 3인 시체 인도받은 친족
EP0576,아리스가와노미야 다케히토,E183,주도자,아리스가와노미야 전하,82-1,,회고록단독,대구 공공사업 위생비 300원 하사 명시
EP0577,우지노 도쿠타로,E183,주도자,우지노 대구이사관,82-1,,회고록단독,명을 받들어 이사청 직원에 주찬금 분배 집행
EP0578,하루노미야 요시히토,E183,주도자,황태자 전하,82-1,,회고록단독,체류 중 민단 등 하사 서술 — 수여 주체 문면 수동태(경계 사례)
EP0579,마루야마 시게토시,E184,당사자·대상,전 경무고문,83-3,,회고록단독,이사청경찰서 폐지에 따른 돗토리현 지사 전임 당사자
EP0580,기쿠치 슈덴,E185,연설자,제12여단장 대리·제14연대장,84-2,,회고록단독,축의 봉정 — 성만 '기쿠치' 문맥 귀속(경계 사례)
EP0581,우지노 도쿠타로,E185,연설자,사회자·이사관,84-2,,회고록단독,연회 사회자로서 일장 축사 명시
EP0582,기쿠치 슈덴,E186,연설자,여단장 대리,84-3,,회고록단독,야회 연설 명시 — 성만 '기쿠치' 문맥 귀속
EP0583,이충구,E186,연설자,관찰사·내빈 대표,84-3,,회고록단독,내빈 대표 답사 — 조선인 관찰사
EP0584,가게야마 히데키,E186,참석자,가게야마 민단장,84-3,,회고록단독,내빈 명단 열거 — 성만 표기 문맥 귀속(민단장 직함)
EP0585,가와카미 쓰네오,E186,참석자,가와카미 서기관,84-3,,회고록단독,내빈 명단 열거 — 성만 표기 문맥 귀속(경계 사례)
EP0586,나가타니 다카시,E186,참석자,나가타니 경시,84-3,,회고록단독,내빈 명단 열거 — 성만 표기 문맥 귀속(경시 직함)
EP0587,마쓰시타 나오미,E186,참석자,마쓰시타 법무보좌관,84-3,,회고록단독,내빈 명단 열거 — 성만 표기 문맥 귀속(법무보좌관 직함)
EP0588,시오카와 이치타로,E186,참석자,시오카와 사무관,84-3,,회고록단독,내빈 명단 열거 — 성만 표기 문맥 귀속(사무관 직함)
EP0589,우지노 도쿠타로,E186,참석자,우지노 이사관,84-3,,회고록단독,내빈 명단 열거
EP0590,가와이 아사오,E190,주도자,,85-1,,회고록단독,1인칭 서술 주체·서명운동 전개('나'=가와이)
EP0591,마스다 도라타,E190,주도자,의원,85-1,,회고록단독,조인 서면 수령·재심의 요구 경유
EP0592,야스마쓰 구마키치,E190,주도자,동지,85-1,,회고록단독,동지 3인 열거
EP0593,와타나베 히스루,E190,주도자,동지,85-1,,회고록단독,동지 3인 열거
EP0594,가게야마 히데키,E191,당사자·대상,민장,85-1,,회고록단독,지정학교 신청 불수용 서술 당사자
EP0595,나카에 고로헤이,E191,당사자·대상,의장,82-4,,회고록단독,10월 28일 의장 사임으로 선거 계기
EP0596,오구라 다케노스케,E191,대표·위원,의장,85-1;82-4,,회고록단독,의장선거 당선
EP0597,가와카미 쓰네오,E192,중재자,재무감독국장,66-1,,회고록단독,탁지부 자금 2만원 차입 중개 명시
EP0598,가게야마 히데키,E193,당사자·대상,민장,85-2;60-4,,회고록단독,불신임 대상·자진 처결 표명
EP0599,가와이 아사오,E193,주도자,방청자,85-2,,회고록단독,전날 '만반의 준비' 1인칭 서술·방청 참석
EP0600,마스다 도라타,E193,주도자,제안자,85-2,,회고록단독,불신임안 제출(조인 4의원 필두)
EP0601,사카이 만지로,E193,주도자,조인 의원,85-2,,회고록단독,불신임안 조인 4의원 열거
EP0602,야스마쓰 구마키치,E193,주도자,조인 의원,85-2,,회고록단독,불신임안 조인 4의원 열거
EP0603,와타나베 히스루,E193,주도자,조인 의원,85-2,,회고록단독,불신임안 조인 4의원 열거
EP0604,오구라 다케노스케,E193,중재자,의장,85-2,,회고록단독,제안자·민장 사이 주선 명시
EP0605,가게야마 히데키,E194,당사자·대상,민장,85-3,,회고록단독,사표 제출·17일 퇴거
EP0606,기도 다다지로,E194,당사자·대상,의원,85-3,,회고록단독,19일 사임
EP0607,도쿠라 소로쿠,E194,당사자·대상,조역,86-1,,회고록단독,사표 제출·보류 — 성만 '도쿠라' 기존 판정(E201 선례) 귀속
EP0608,스기하라 신키치,E194,당사자·대상,의원,85-3,,회고록단독,16일 결속 사표 제출
EP0609,시모다 고키치,E194,당사자·대상,의원(시모타 고키치),85-3,,회고록단독,16일 결속 사표 제출 — 구표기 병합
EP0610,오구라 다케노스케,E194,당사자·대상,의원,85-3,,회고록단독,16일 결속 사표 제출
EP0611,모리나가 소이치,E194,주도자,수석 서기,86-1,,회고록단독,민장 겸 조역 겸 회계역 겸 서기 격 사무 총괄
EP0612,우지노 도쿠타로,E194,중재자,이사관,85-3,,회고록단독,성심성의 만류 명시
EP0613,가게야마 히데키,E196,당사자·대상,민장,85-3,,회고록단독,불신임·사퇴 당사자 — 상위 사건 요약 등재
EP0614,소가와 유타카,E196,당사자·대상,후보자,91-1,,회고록단독,재선거 대항 후보 — 상위 사건 요약 등재
EP0615,오키타 스테지로,E196,당사자·대상,사장,89-1;89-2,,회고록단독,퇴한 처분 당사자 — 상위 사건 요약 등재
EP0616,와타나베 무라오,E196,당사자·대상,민장,87-4;91-1,,회고록단독,당선·불인가·재선(8대3)·취임 당사자 — 상위 사건 요약 등재
EP0617,우지노 도쿠타로,E196,당사자·대상,이사관,88-1;91-1,,회고록단독,불인가 경위 당사자·진주 전임 — 상위 사건 요약 등재
EP0618,가와이 아사오,E196,주도자,,87-4,,회고록단독,캠페인 국면 1인칭 주도(긴급동의 등) — 상위 사건 요약 등재
EP0619,마스다 도라타,E196,주도자,의원,85-2;89-3,,회고록단독,불신임안 제출·소명요구 제안 — 상위 사건 요약 등재
EP0620,미카지리 주고,E196,주도자,주모자,86-2;91-1,,회고록단독,'주모자라고 할 만하였다'·통감부 직접 담판 — 상위 사건 요약 등재
EP0621,아사노 세이치,E196,주도자,의장,91-1,,회고록단독,소가와 적극 지지·옹립 — 상위 사건 요약 등재
EP0622,가토 이치로,E198,당사자·대상,대항 후보,86-3,,회고록단독,공민회측 대항 상대 열거(낙선)
EP0623,사토 슈조,E198,당사자·대상,대항 후보,86-3,,회고록단독,공민회측 대항 상대 열거(낙선)
EP0624,우치다 로쿠로,E198,당사자·대상,공인후보,86-3,,회고록단독,개혁파 공인후보 열거(낙선)
EP0625,가와이 아사오,E198,대표·위원,당선자,86-4,,회고록단독,당선자 8명 명단 열거
EP0626,니시자와 사토루,E198,대표·위원,당선자,86-4,,회고록단독,당선자 8명 명단 열거
EP0627,마쓰모토 세이이치,E198,대표·위원,당선자,86-4,,회고록단독,당선자 8명 명단 열거(원문 마쓰모토 세이치 — 병합맵 적용)
EP0628,마유미 다다시,E198,대표·위원,당선자,86-4,,회고록단독,당선자 8명 명단 열거
EP0629,시부사와 슈조,E198,대표·위원,당선자,86-4,,회고록단독,당선자 8명 명단 열거
EP0630,아사노 세이치,E198,대표·위원,당선자,86-4,,회고록단독,당선자 8명 명단 열거
EP0631,아오키 시게노부,E198,대표·위원,당선자,86-4,,회고록단독,당선자 8명 명단 열거(공민회계)
EP0632,하야시 진시치,E198,대표·위원,당선자,86-4,,회고록단독,당선자 8명 명단 열거
EP0633,미카지리 주고,E198,연설자,,86-4,,회고록단독,2월 4일 전야 니시키좌 연설회 열변
EP0634,후루쇼 모토사네,E198,연설자,,86-4,,회고록단독,2월 4일 전야 니시키좌 연설회 열변
EP0635,미카지리 주고,E198,주도자,,86-1;86-2,,회고록단독,보궐선거 대책 주도·동지 회합 매일 주재
EP0636,나카에 고로헤이,E199,당사자·대상,,92-1,,회고록단독,이어서 사퇴
EP0637,나카자와 덴노스케,E199,당사자·대상,,92-1,,회고록단독,이어서 사퇴
EP0638,이노우에 소노스케,E199,당사자·대상,서기장,70-3,,회고록단독,기성회 부정 책임 문책 대상
EP0639,이와세 시즈카,E199,당사자·대상,회장,92-1;70-3,,회고록단독,사표 제출·회장직 퇴진 당사자
EP0640,와타나베 무라오,E200,당사자·대상,민장 후보,87-3,,회고록단독,추대 대상(전직 군장)
EP0641,가와이 아사오,E200,주도자,,87-3,,회고록단독,상의 수령·결의 1인칭 서술
EP0642,니시자와 사토루,E200,주도자,,87-3,,회고록단독,추천 결의 상의 참여
EP0643,마스다 도라타,E200,주도자,,87-3,,회고록단독,추천 결의 상의 참여
EP0644,미카지리 주고,E200,주도자,,87-3,,회고록단독,와타나베 무라오 민장 추대 제안
EP0645,사카이 만지로,E200,주도자,,87-3,,회고록단독,추천 결의 상의 참여
EP0646,야스마쓰 구마키치,E200,주도자,,87-3,,회고록단독,추천 결의 상의 참여
EP0647,와타나베 히스루,E200,주도자,,87-3,,회고록단독,추천 결의 상의 참여
EP0648,아사노 세이치,E201,대표·위원,의장,87-2,,회고록단독,의장선거 당선 명시
EP0649,도쿠라 소로쿠,E201,주도자,조역,87-1,,회고록단독,1908년도 예산 편성·민회 소집 부의 — 성만 표기 기존 판정 귀속
EP0650,와타나베 무라오,E202,대표·위원,민장 당선,87-4,,회고록단독,2대 8 다수 당선 명시
EP0651,가와이 아사오,E202,주도자,,87-4,,회고록단독,긴급동의로 민장선거 의제 제안·와타나베 추천(1인칭)
EP0652,아사노 세이치,E202,대표·위원,의장(사회),87-4,,회고록단독,개회 선언·회의 주재 | [재판정 정정] 주도자→대표·위원(개회 선언·사회)
EP0653,기무라 다케타로,E203,당사자·대상,퇴임,92-1,,회고록단독,추첨 퇴임 명단(반수개선 대상)
EP0654,아오키 시게노부,E203,당사자·대상,퇴임,92-1,,회고록단독,추첨 퇴임 명단(반수개선 대상)
EP0655,야스마쓰 구마키치,E203,당사자·대상,퇴임,92-1,,회고록단독,추첨 퇴임 명단(반수개선 대상)
EP0656,오구라 다케노스케,E203,당사자·대상,퇴임,92-1,,회고록단독,추첨 퇴임 명단(반수개선 대상)
EP0657,오노 미네지로,E203,당사자·대상,퇴임,92-1,,회고록단독,추첨 퇴임 명단(반수개선 대상)
EP0658,이노우에 다쓰지로,E203,당사자·대상,퇴임,92-1,,회고록단독,추첨 퇴임 명단 — 명단 내 사망 부기
EP0659,가토 이치로,E203,대표·위원,반수개선 당선,92-1,,회고록단독,당선자 명단 열거
EP0660,구로카와 엔지,E203,대표·위원,반수개선 당선,92-1,,회고록단독,당선자 명단 열거
EP0661,다케카와 세이지,E203,대표·위원,특별의원,92-1,,회고록단독,후임 회장 천거 명시
EP0662,마에카와 도모지,E203,대표·위원,보궐선거 당선,92-1,,회고록단독,당선자 명단 열거
EP0663,사카이 만지로,E203,대표·위원,반수개선 당선,92-1,,회고록단독,당선자 명단 열거
EP0664,야스마쓰 구마키치,E203,대표·위원,보궐선거 당선,92-1,,회고록단독,당선자 명단 열거
EP0665,오노 미네지로,E203,대표·위원,보궐선거 당선,92-1,,회고록단독,당선자 명단 열거
EP0666,와케 헤이지로,E203,대표·위원,반수개선 당선(와키 헤이지로),92-1,,회고록단독,당선자 명단 열거 — 이표기 병합
EP0667,우에다 겐스케,E203,대표·위원,반수개선 당선,92-1,,회고록단독,당선자 명단 열거
EP0668,후쿠나가 도쿠지로,E203,대표·위원,반수개선 당선,92-1,,회고록단독,당선자 명단 열거
EP0669,와타나베 무라오,E204,당사자·대상,민장,88-1;88-2,,회고록단독,불인가 대상
EP0670,우지노 도쿠타로,E204,주도자,이사관,88-1;88-5,,회고록단독,인가신청 상신 보류·형세 관망·3월 29일 불인가 구두 통보
EP0671,우지노 도쿠타로,E205,당사자·대상,이사관,88-2;88-3,,회고록단독,사설 공격 대상 — 범위 내 직함만 표기·문맥 귀속(경계 사례)
EP0672,마스다 도라타,E205,주도자,의원,88-5,,회고록단독,'민장불인가 문제' 소론 3회 게재
EP0673,오키타 스테지로,E205,주도자,사장,88-3;88-4,,회고록단독,4월 5~7일 '민장불인가' 사설 필자 명시
EP0674,오키타 스테지로,E206,당사자·대상,사장,89-1;89-2,,회고록단독,퇴한 처분 대상·독필 반격 후 4월 30일 퇴거
EP0675,미카지리 주고,E206,주도자,,90-3,,회고록단독,오키타 항전 부추김·이사관에 항의 방문
EP0676,우지노 도쿠타로,E206,주도자,이사관,89-1,,회고록단독,소환·2년 재류금지(퇴한) 명령 발령
EP0677,니시자와 사토루,E207,대표·위원,기안자,89-3,,회고록단독,기안자 2인 지정
EP0678,마스다 도라타,E207,대표·위원,기안자,89-3,,회고록단독,기안자 2인 지정
EP0679,마스다 도라타,E207,주도자,제안 의원,89-3,,회고록단독,소명요구서 제출 제안
EP0680,시부사와 슈조,E207,참석자,반대 의원,89-3,,회고록단독,반대 표명(출석 10명 중)
EP0681,아오키 시게노부,E207,참석자,반대 의원,89-3,,회고록단독,반대 표명(출석 10명 중)
EP0682,이노우에 소노스케,E208,당사자·대상,서기장,85-1;92-2,,회고록단독,부정 폭로·문책 대상
EP0683,이와세 시즈카,E208,당사자·대상,회장,92-2,,회고록단독,간사회 회계검사 문책 대상
EP0684,우지노 도쿠타로,E208,주도자,이사관,92-2,,회고록단독,4월 20일 회원모집 중지 명령
EP0685,오카모토 마사오,E210,당사자·대상,부이사관,92-3,,회고록단독,대구이사청 부이사관 임명·8월 부임 당사자
EP0686,히사미즈 사부로,E210,당사자·대상,이사관(시애틀 영사),92-3,,회고록단독,후임 이사관 4월 23일 부임 당사자
EP0687,미카지리 주고,E212,주도자,,91-1,,회고록단독,개인 자격 통감부 직접 담판 수행
EP0688,소가와 유타카,E213,당사자·대상,후보자,91-1,,회고록단독,대항 후보
EP0689,와타나베 무라오,E213,대표·위원,민장,91-1,,회고록단독,재선거 8대 3 당선·5월 말 취임
EP0690,아사노 세이치,E213,주도자,,91-1,,회고록단독,소가와 적극 지지
EP0691,우지노 도쿠타로,E214,당사자·대상,이사관,91-1,,회고록단독,진주지방법원 검사 전임 당사자
EP0692,시오카와 이치타로,E216,당사자·대상,경상북도서기관,41-2,,회고록단독,교섭 상대방(절충 후 관찰사 인가 획득)
EP0693,가와이 아사오,E216,주도자,,41-2,,회고록단독,'내가 합세' 1인칭 서술
EP0694,마스다 도라타,E216,주도자,,41-2,,회고록단독,이전 의논·절충 4인 열거
EP0695,세노 히사타로,E216,주도자,,41-2,,회고록단독,이전 의논·절충 4인 열거
EP0696,후쿠나가 도쿠지로,E216,주도자,,41-2,,회고록단독,이전 의논·절충 4인 열거
EP0697,고미야 히코지,E219,당사자·대상,회의소 서기장,91-4,,회고록단독,인쇄기·활자 임차 명의 인수
EP0698,마키노 슈,E219,당사자·대상,소유주,91-4,,회고록단독,인쇄기·활자 소유·월 20원 대여
EP0699,가와이 아사오,E219,대표·위원,감독,91-4,,회고록단독,니시자와 사임 후 감독 승계(1인칭) — 역할별 행 분리
EP0700,노사카,E219,대표·위원,영업·경리,91-3,,회고록단독,오키타 퇴거 후 영업·경리 수임
EP0701,니시자와 사토루,E219,대표·위원,감독,91-4,,회고록단독,감독 수행 후 사임 — 원문 '후원자 8인 중' 서술과 달리 8인 명단에 없음(경계 사례)
EP0702,요시오카 다다이치,E219,대표·위원,편집(호 고잔),91-3,,회고록단독,오키타 퇴거 후 편집 수임 — 병합맵 대표 표기
EP0703,가와이 아사오,E219,발기인,후원자,91-4,,회고록단독,후원자 8인 명단 열거
EP0704,마스다 도라타,E219,발기인,후원자,91-4,,회고록단독,후원자 8인 명단 열거
EP0705,미카지리 주고,E219,발기인,후원자,91-4,,회고록단독,후원자 8인 명단 열거
EP0706,사카이 만지로,E219,발기인,후원자,91-4,,회고록단독,후원자 8인 명단 열거
EP0707,야스마쓰 구마키치,E219,발기인,후원자,91-4,,회고록단독,후원자 8인 명단 열거
EP0708,와타나베 히스루,E219,발기인,후원자,91-4,,회고록단독,후원자 8인 명단 열거
EP0709,우에다 겐스케,E219,발기인,후원자,91-4,,회고록단독,후원자 8인 명단 열거
EP0710,하야시 진시치,E219,발기인,후원자,91-4,,회고록단독,후원자 8인 명단 열거
EP0711,박중양,E220,당사자·대상,관찰사(칙임관 3등),92-3;92-4,,회고록단독,경북 관찰사 임명·6월 30일 부임 — 조선인 관리
EP0712,이충구,E220,당사자·대상,관찰사,92-3,,회고록단독,본인 청으로 면직 당사자
EP0713,박중양,E221,주도자,박 관찰사,93-2,,회고록단독,성벽 가옥 철거 명령·도로공사 착수 서술
EP0714,가토 이치로,E222,발기인,출자자,94-4,,회고록단독,출자자 13명 명단 열거
EP0715,구로카와 엔지,E222,발기인,출자자,94-4,,회고록단독,출자자 13명 명단 열거
EP0716,기무라 다케타로,E222,발기인,출자자,94-4,,회고록단독,출자자 13명 명단 열거
EP0717,마치다 규고,E222,발기인,출자자,94-4,,회고록단독,출자자 13명 명단 열거
EP0718,사토 슈조,E222,발기인,출자자,94-4,,회고록단독,출자자 13명 명단 열거
EP0719,스기하라 신키치,E222,발기인,출자자,94-4,,회고록단독,출자자 13명 명단 열거
EP0720,시부사와 슈조,E222,발기인,출자자,94-4,,회고록단독,출자자 13명 명단 열거
EP0721,아오키 시게노부,E222,발기인,출자자,94-4,,회고록단독,출자자 13명 명단 열거
EP0722,오구라 다케노스케,E222,발기인,출자자,94-4,,회고록단독,출자자 13명 명단 열거
EP0723,이나모토 신신,E222,발기인,출자자(이나모토 신진),94-4,,회고록단독,출자자 13명 명단 열거
EP0724,이와세 시즈카,E222,발기인,출자자,94-4,,회고록단독,출자자 13명 명단 열거
EP0725,후지나와 분준,E222,발기인,출자자,94-4,,회고록단독,출자자 13명 명단 열거
EP0726,후쿠치 기사쿠,E222,발기인,출자자,94-4,,회고록단독,출자자 13명 명단 열거
EP0727,가토 이치로,E222,주도자,창립 사무 전담,94-2;94-4,,회고록단독,계획 가세·창립 사무 전담 서술
EP0728,기무라 다케타로,E222,주도자,기무라,94-2,,회고록단독,신문사 건립 계획 가세 서술
EP0729,아오키 시게노부,E222,주도자,아오키,94-2,,회고록단독,신문사 건립 계획 가세 서술
EP0730,오구라 다케노스케,E222,주도자,오구라,94-2,,회고록단독,신문사 건립 계획 가세 서술
EP0731,이나모토 신신,E222,주도자,이나모토 신신,94-2,,회고록단독,신문사 건립 계획 가세 서술
EP0732,시미즈 도쿠타로,E223,당사자·대상,토지 소유자,94-3,,회고록단독,소유지 3천 평 청사용지 매도 상대
EP0733,오카모토 리헤이,E223,당사자·대상,토지 소유자(오카모토 리헤),94-3,,회고록단독,소유지 3천 평 청사용지 매도 상대
EP0734,사키사카 쇼키치,E223,대표·위원,부지 선정위원,94-3;96-1,,회고록단독,선정위원 4명 명단 열거
EP0735,시부사와 슈조,E223,대표·위원,부지 선정위원,94-3;96-1,,회고록단독,선정위원 4명 명단 열거
EP0736,오구라 다케노스케,E223,대표·위원,부지 선정위원,94-3;96-1,,회고록단독,선정위원 4명 명단 열거
EP0737,후지나와 분준,E223,대표·위원,부지 선정위원,94-3;96-1,,회고록단독,선정위원 4명 명단 열거
